user_id,item_id,rating
249152,1691700,4.0
666260,137585,4.0
883846,131698,5.0
592448,168592,5.0
658704,2160087,4.0
423063,126335,4.0
178320,2755484,4.0
753944,2726376,5.0
67602,126335,5.0
595328,1424454,5.0
606812,148089,5.0
145839,187984,4.0
554339,127495,3.0
603555,126335,4.0
864213,721424,5.0
942693,344292,5.0
265077,155735,5.0
639652,515827,5.0
763418,128730,5.0
272374,125465,5.0
158769,1896772,4.0
504032,1194539,4.0
443290,1621234,3.0
619658,302356,4.0
778882,1636573,5.0
140422,2329479,4.0
762200,646552,4.0
845608,1424883,5.0
583735,1415952,4.0
472310,1106101,5.0
423263,132738,4.0
695818,1520680,5.0
932954,1109803,5.0
893699,1889597,4.0
546301,862446,5.0
106267,1764436,3.0
933801,147440,5.0
500850,1072638,5.0
163446,152662,5.0
975206,2771463,5.0
30803,1896920,5.0
697555,548104,5.0
601487,2131950,5.0
286911,1008562,2.0
367578,305868,4.0
376680,154002,5.0
855336,1982904,5.0
155486,168610,4.0
398605,2063202,4.0
403623,130727,4.0
462359,783906,5.0
585961,1108555,4.0
680645,129831,4.0
656487,137585,5.0
893577,1625102,4.0
513184,164051,5.0
989308,795254,5.0
579546,1673742,5.0
402042,979016,5.0
495352,224069,4.0
823207,725242,5.0
302995,1857455,5.0
976802,2712258,5.0
3596,1210233,4.0
260418,1919019,5.0
234385,224876,5.0
981193,2378271,5.0
42169,141688,5.0
45337,1310167,5.0
95493,2546173,4.0
307791,226072,5.0
610625,124553,5.0
918534,2703625,5.0
975050,136860,5.0
713352,598696,5.0
385792,595048,5.0
256838,1154504,3.0
545005,145417,4.0
557419,126335,3.0
973284,123793,5.0
630128,127865,5.0
802403,2017483,5.0
174985,1812370,5.0
549068,1674806,5.0
657647,1259708,5.0
235056,1112658,4.0
344280,1944337,4.0
428494,137585,5.0
979979,166633,5.0
748200,615009,5.0
870521,1877137,5.0
827052,858304,4.0
550470,313568,5.0
545532,2884139,4.0
186688,432275,5.0
292394,1280715,5.0
402033,2758287,5.0
386803,1419083,5.0
754176,2884139,4.0
734177,1415952,4.0
981221,389631,5.0
370209,394079,4.0
869248,227818,5.0
491589,2958376,4.0
212909,2343054,5.0
887647,2280839,5.0
175423,1213427,5.0
78488,1477398,5.0
274914,149739,4.0
506533,131533,5.0
790711,786311,5.0
372170,1207360,5.0
857714,132738,5.0
380058,1356085,4.0
698553,2842792,5.0
897747,1013498,5.0
962784,478490,5.0
400157,414009,4.0
116142,1188641,5.0
569032,272388,5.0
482088,767710,5.0
24617,180843,5.0
206900,1046957,5.0
597555,172914,4.0
827652,849468,4.0
360456,348662,4.0
362951,1768911,5.0
421771,567599,4.0
815707,2960913,5.0
359031,945880,5.0
262124,295072,5.0
469130,912273,5.0
180768,963476,5.0
885758,334588,4.0
348640,131533,5.0
598462,693185,5.0
80646,1076484,4.0
588106,1390212,5.0
346058,313821,5.0
413827,1875650,5.0
826843,330238,5.0
466798,1595305,5.0
801919,1274956,5.0
131088,430708,4.0
295662,136110,5.0
205977,124204,5.0
447447,1514308,4.0
640338,140321,4.0
996887,1246981,5.0
174505,1415952,4.0
123667,1967750,4.0
413333,1790955,5.0
756343,1077123,5.0
134802,1117289,5.0
548211,169179,5.0
675604,945246,4.0
656407,387552,5.0
593205,1567231,5.0
294702,573593,5.0
424591,1835732,4.0
163559,2696263,4.0
991099,986296,5.0
639374,883661,5.0
566309,2366148,5.0
610019,714374,5.0
231198,572613,4.0
721739,466944,4.0
186470,607186,5.0
804582,890105,5.0
667832,1213427,5.0
439438,1241917,4.0
348185,532135,4.0
735930,360595,3.0
976758,295745,5.0
384189,1793377,5.0
45781,2076266,4.0
572770,183194,4.0
859847,1490515,5.0
198731,1621234,5.0
704632,1831026,5.0
646496,668280,5.0
913025,1766461,5.0
572308,131533,5.0
377980,987052,5.0
710660,145906,4.0
506068,126335,5.0
986552,1056174,5.0
237602,884737,5.0
689043,131533,4.0
6507,763288,4.0
597442,527885,5.0
765376,615644,4.0
584966,424691,4.0
919277,1031440,5.0
922365,2155094,5.0
911002,2578061,5.0
424908,945880,5.0
523924,1248293,5.0
392649,1976130,3.0
897252,134393,4.0
244746,1754771,5.0
176292,145906,5.0
820347,1530913,5.0
315096,1484383,5.0
116922,195076,5.0
343735,1708327,5.0
871911,780380,3.0
294924,193179,4.0
161713,2468805,3.0
353728,128959,5.0
726388,1961311,5.0
340286,1436642,5.0
133728,1014880,5.0
842481,706145,5.0
792655,131533,4.0
348523,517998,4.0
330229,1433766,5.0
931196,1968677,5.0
405772,1881176,4.0
121399,1416608,5.0
416574,1516843,5.0
907296,2248191,4.0
622046,146684,5.0
877255,2273951,5.0
661521,2829293,5.0
113822,258206,4.0
402054,2565135,4.0
116257,382883,5.0
589968,301873,5.0
38014,1925838,5.0
863473,123793,4.0
772559,1746190,5.0
111815,2746761,4.0
695268,1746190,4.0
350207,2899540,4.0
240454,2771965,5.0
126304,730008,5.0
452273,2900163,5.0
152357,859889,5.0
34055,1880626,4.0
127505,831463,5.0
378910,2417674,2.0
669288,1158451,5.0
357034,515827,4.0
693936,2954118,4.0
539721,466944,5.0
971878,2429745,5.0
719874,137585,5.0
702894,1695878,5.0
804286,1346952,4.0
184119,174086,4.0
726303,126335,3.0
819373,1834911,4.0
349878,139086,5.0
105522,2781713,4.0
73816,1571446,4.0
115901,1499974,5.0
365810,123373,4.0
788046,1389014,5.0
191953,625911,5.0
80137,708549,5.0
878269,131533,5.0
917736,763288,4.0
533065,134015,5.0
7186,883661,5.0
655154,123793,5.0
318861,131698,5.0
901840,1080396,1.0
960357,145906,5.0
720118,2608150,3.0
61928,1384766,5.0
204563,154002,4.0
369514,1776178,5.0
666709,1977540,4.0
147653,617766,4.0
876766,137585,5.0
833675,763288,5.0
585892,2915685,4.0
500850,124204,5.0
707988,2658329,4.0
137241,466603,5.0
989698,1213427,5.0
132953,2273798,5.0
262072,1247578,2.0
933025,144714,4.0
952086,555308,5.0
297053,1009546,5.0
349187,1822358,4.0
84146,284665,3.0
472391,2214689,5.0
408945,356619,5.0
79878,1176605,4.0
659771,963476,4.0
776484,1085150,5.0
395621,1220393,4.0
796073,136110,4.0
134802,727157,5.0
15127,1063576,5.0
432251,416213,5.0
676222,1346753,5.0
636657,1108814,5.0
493881,616682,4.0
132936,810197,5.0
942742,959200,2.0
502689,155381,4.0
165303,141548,5.0
756053,135750,5.0
75044,2122960,5.0
150517,1045604,4.0
441484,865225,4.0
267418,130259,5.0
670031,2845075,4.0
181023,285225,5.0
933202,2045492,4.0
952081,1247578,5.0
106515,131533,5.0
895815,2400816,5.0
481195,132135,5.0
141808,137585,5.0
752823,1090219,5.0
394195,2725374,5.0
404345,1211829,4.0
509249,1187659,4.0
835371,2396750,5.0
757303,859889,5.0
836122,1271853,4.0
285836,131117,5.0
871911,141761,3.0
311695,139792,5.0
695819,147594,5.0
584225,158028,5.0
984298,123793,5.0
854155,1294660,5.0
929397,2572171,5.0
933173,1136365,4.0
126127,199231,4.0
949586,1226293,4.0
821234,124204,5.0
712619,2827807,3.0
736856,197170,5.0
316713,1271853,5.0
118195,1250367,4.0
787678,142179,2.0
410497,1210233,4.0
491174,624407,4.0
996653,1872602,5.0
161494,1607671,5.0
768604,276763,5.0
995186,1604219,5.0
149269,263699,5.0
904958,208647,5.0
77116,147594,5.0
201974,1468203,5.0
43980,442171,5.0
190707,2807362,5.0
738574,140321,2.0
696506,1000739,5.0
59971,1166477,5.0
771023,802815,5.0
315944,1327789,5.0
317749,1019581,5.0
966845,1730006,5.0
684227,218606,5.0
426047,2163773,5.0
759530,655775,5.0
342092,397183,5.0
719539,694477,5.0
819532,227818,4.0
442636,1787191,5.0
245027,1207456,5.0
3997,134393,5.0
752474,312893,4.0
443596,1260731,5.0
977705,128959,5.0
109424,2494898,5.0
680418,466944,5.0
151751,686884,4.0
77433,1694131,3.0
287608,1220393,4.0
620835,2577550,5.0
26579,654025,5.0
692895,517998,5.0
214782,182578,4.0
492542,1146287,4.0
519050,925665,5.0
683925,364092,5.0
354617,152836,5.0
641687,126335,4.0
209886,1238932,4.0
48628,2240411,5.0
582495,755371,4.0
290985,124204,5.0
333338,146684,5.0
238207,1693615,5.0
777821,1920477,4.0
557359,703458,5.0
677984,965768,5.0
283927,1212992,5.0
794598,2493150,3.0
141416,1453647,4.0
327702,172027,5.0
550968,1516843,5.0
343619,2160087,5.0
376824,147594,5.0
276920,2596674,5.0
764926,1652667,5.0
960432,589412,5.0
13525,763288,5.0
101138,1126889,5.0
55898,123793,5.0
188359,1008474,5.0
561497,985499,5.0
600375,193179,4.0
718167,833666,4.0
41790,1799162,4.0
275613,132738,5.0
323373,1542250,4.0
295826,154002,5.0
266127,2096293,4.0
357263,1122460,5.0
753165,1869056,5.0
710825,1505204,4.0
493766,172027,3.0
17170,851656,4.0
791588,1858651,5.0
48274,2887640,5.0
61928,1384766,5.0
966061,309634,5.0
379315,132135,5.0
240454,2015751,5.0
845469,148089,3.0
94312,2531493,5.0
268035,152836,3.0
103573,2900227,5.0
630618,174086,5.0
749956,1288868,5.0
115361,1050242,4.0
564070,2084326,5.0
355916,1142056,5.0
290851,1210233,5.0
873572,125465,5.0
601087,126335,5.0
718564,1238932,5.0
116579,596740,3.0
616183,1390827,5.0
726908,469932,4.0
269890,1815068,4.0
599441,1337205,4.0
64179,154002,4.0
375120,2760153,5.0
502927,2337876,5.0
102623,1425193,5.0
775686,1045120,5.0
153545,954303,5.0
342690,1714731,5.0
903811,527130,5.0
671961,128959,5.0
22414,859889,4.0
341109,162634,5.0
918150,1973664,5.0
235111,200640,5.0
831086,1848844,5.0
692392,789767,4.0
48265,2015956,5.0
317637,2489222,5.0
284546,846616,5.0
539693,2477847,5.0
345204,141688,5.0
796374,1941671,5.0
15686,1630965,5.0
660083,1706067,5.0
752699,123793,5.0
676001,168012,5.0
856006,883661,3.0
886843,2923916,5.0
104163,1349696,5.0
13051,1766461,5.0
144852,168610,5.0
316225,472922,5.0
444708,478077,5.0
956354,125424,4.0
763521,2303880,2.0
770676,132135,5.0
272721,1793868,4.0
907711,240208,5.0
498353,619157,5.0
730574,1744232,5.0
510832,806803,4.0
562543,148690,4.0
834411,2684666,4.0
243837,1949394,5.0
500033,146684,5.0
952829,1522253,4.0
773974,123373,3.0
17293,884737,5.0
236834,670722,5.0
805053,1396660,5.0
603687,1007290,3.0
993787,1366699,5.0
54154,1665000,4.0
309480,2775456,5.0
671701,2182859,5.0
746436,2155094,5.0
619685,1043392,4.0
122798,1515649,5.0
956788,2218157,5.0
842830,132738,4.0
830175,1679360,4.0
39244,1147823,5.0
343717,467817,5.0
969421,182915,3.0
232219,1976612,5.0
651046,276763,5.0
621986,254493,4.0
685246,301159,5.0
663918,466603,4.0
454294,1647277,4.0
104922,168610,5.0
743748,1866411,5.0
283292,429191,4.0
854884,124553,5.0
788756,2753495,5.0
118835,1226293,5.0
20659,2340200,5.0
536621,1106101,5.0
838995,943243,4.0
595120,730008,5.0
393035,2579422,5.0
202573,1420770,5.0
601243,396259,4.0
873155,1769937,4.0
262545,237589,5.0
290322,126335,5.0
873725,172914,4.0
400749,123793,5.0
924707,2554847,4.0
732678,2796868,4.0
787644,395702,5.0
588848,272388,5.0
206900,2757438,4.0
744119,1323006,4.0
103013,2445075,5.0
602653,364092,5.0
521429,1213427,4.0
172571,178058,4.0
844370,1770781,4.0
35367,152836,4.0
109521,1384226,5.0
141143,2168246,4.0
691468,2660685,5.0
611904,2140811,3.0
948168,1737394,4.0
947001,280734,5.0
835449,1832038,5.0
225791,883661,4.0
83679,183194,2.0
346421,1082379,3.0
204577,2190326,4.0
883083,1706040,5.0
443791,145417,4.0
402694,125564,4.0
578886,174086,3.0
383021,2223739,5.0
902453,1618192,5.0
300996,729362,2.0
649483,1598777,4.0
496675,172027,5.0
529649,1673742,5.0
607421,1175903,4.0
103103,721424,5.0
897461,755371,5.0
266380,1772362,5.0
210798,349579,5.0
624737,414009,5.0
130782,183945,5.0
73372,1996590,3.0
889155,1257812,5.0
81904,1226293,4.0
27229,1725162,5.0
964341,1768956,4.0
374461,1875650,5.0
246510,1109803,5.0
105342,1851598,4.0
551647,1067035,4.0
712415,2388023,4.0
965639,291513,4.0
815831,1412589,4.0
586458,633179,5.0
954147,809891,5.0
848975,1001122,5.0
149420,184374,4.0
256288,1776280,4.0
473407,330238,5.0
286612,1441700,4.0
408606,963476,5.0
227475,1383632,3.0
72678,1676837,5.0
107556,1814462,4.0
588132,2556160,5.0
841774,124553,4.0
357402,942188,5.0
898069,1567231,5.0
272742,1422762,4.0
697628,1213427,5.0
251554,152836,5.0
256185,140321,5.0
475724,935316,5.0
829421,141300,4.0
845608,1314014,4.0
46566,2918587,5.0
645805,136110,5.0
819042,259934,5.0
58418,985087,3.0
73112,1106101,5.0
343315,284665,1.0
792209,786827,5.0
268895,1566870,5.0
660195,614741,5.0
172983,131533,5.0
723704,1009546,2.0
643554,858304,4.0
304292,172027,4.0
890382,849468,5.0
902637,1495368,4.0
80496,1527946,5.0
531640,703458,5.0
347742,862446,3.0
533354,125465,4.0
747133,148089,5.0
437571,145906,5.0
951657,2339613,5.0
466228,172027,5.0
941472,1967775,4.0
609369,452942,5.0
553336,1695878,5.0
645410,152836,5.0
349655,820244,5.0
922299,1111873,5.0
144450,2063202,5.0
469060,1547971,4.0
576301,168592,5.0
269701,1530271,5.0
334320,918064,4.0
449135,172027,4.0
361838,1844408,4.0
109295,145906,4.0
206893,620288,5.0
360596,987569,5.0
891123,781825,5.0
904958,1465348,5.0
633585,537285,4.0
52469,1413486,5.0
759265,2743152,5.0
349844,1547051,5.0
631817,1449570,5.0
669923,331636,5.0
557458,2090997,4.0
137309,1295893,5.0
471590,1226293,4.0
139262,2321929,5.0
792518,299987,5.0
118182,301873,5.0
587492,1567172,5.0
494455,2531493,3.0
463401,2622849,5.0
675149,124553,4.0
492384,1698166,5.0
369514,1188641,5.0
555565,1172052,5.0
574710,2566009,3.0
390396,148690,3.0
691606,2749860,5.0
880778,130727,4.0
564111,921642,5.0
378987,126335,5.0
73760,963476,4.0
186838,126335,5.0
568939,858828,5.0
506201,2673874,5.0
866301,985087,5.0
92826,2848341,5.0
802716,1697200,4.0
546983,1300249,5.0
157633,1962198,5.0
238934,1832871,4.0
750989,337074,4.0
367999,879452,4.0
142096,2248056,3.0
849924,426346,4.0
958979,123793,5.0
39934,344877,5.0
748381,1858651,4.0
751632,1687082,5.0
906301,337867,4.0
51637,2635020,4.0
83718,582430,5.0
180731,2654735,5.0
145344,1832896,5.0
27229,2514175,3.0
293467,1366699,4.0
290043,1484078,4.0
35416,126335,5.0
621921,909677,5.0
795626,268562,4.0
515980,666794,5.0
262532,1738544,5.0
551640,2368838,4.0
168603,172027,5.0
247451,921642,4.0
977243,286193,4.0
88342,1031440,5.0
377867,1695279,5.0
935302,1896920,5.0
226492,141688,4.0
37518,1738690,5.0
232587,197170,5.0
905637,172027,3.0
265321,1626759,4.0
739866,166633,4.0
64958,140877,4.0
305243,181453,5.0
749862,2362581,5.0
140456,1716120,2.0
64938,2161642,4.0
800505,1171728,5.0
858116,172027,5.0
832158,2337876,5.0
209673,864299,5.0
890641,141761,5.0
868229,2365085,5.0
343992,2340996,4.0
355036,123793,5.0
733005,688271,5.0
594921,1225430,5.0
845347,2164765,5.0
593792,126335,5.0
94822,189303,5.0
339249,136110,4.0
31101,637670,5.0
470748,133584,5.0
148953,138431,5.0
735019,373527,4.0
390243,2757438,4.0
828803,1793377,5.0
60038,190238,5.0
450034,625370,5.0
871468,459700,5.0
720398,1146287,2.0
5784,126335,4.0
727933,174086,5.0
230634,140321,5.0
170120,1076484,5.0
278259,2641483,5.0
413575,145417,4.0
225858,136860,5.0
415447,164593,5.0
147020,2141414,4.0
297985,643385,4.0
58700,162491,5.0
779203,2927762,5.0
184044,1680252,5.0
42545,746366,3.0
904445,144727,5.0
97207,1255726,5.0
341039,178058,4.0
771377,184374,4.0
393701,1655531,5.0
18782,1998748,5.0
745281,1130860,5.0
878704,335248,5.0
507465,123793,5.0
69386,131698,5.0
837745,677837,5.0
242053,724319,5.0
996425,172027,4.0
766452,547674,5.0
293605,1367424,5.0
366523,174086,5.0
457818,1858651,5.0
332273,1090064,5.0
506175,985499,4.0
145486,296781,3.0
600599,1285250,5.0
736674,1501483,4.0
855009,2204233,5.0
836250,1076484,2.0
766361,1861000,5.0
786117,451591,4.0
589122,476080,4.0
257741,146684,5.0
857032,148089,5.0
776509,1109803,5.0
981306,1041724,5.0
757046,1746967,5.0
490254,1920477,5.0
500847,532982,2.0
733376,532135,5.0
215714,1859039,3.0
350742,1328898,5.0
347873,1609392,5.0
462827,2758175,5.0
273636,1936497,5.0
180397,866304,4.0
664878,1356952,4.0
995735,781825,4.0
507671,1091654,5.0
22685,1425852,3.0
639819,146684,5.0
177016,1475816,5.0
547738,1340234,5.0
316065,1585757,5.0
192770,126335,5.0
691468,331370,5.0
98902,668280,5.0
935397,1869763,5.0
505265,1228651,5.0
388317,925665,5.0
622489,637670,5.0
438909,1959943,5.0
299788,1756163,2.0
355454,126335,5.0
316931,1427750,5.0
272611,873547,3.0
192564,128959,5.0
884345,2926997,4.0
827963,724319,5.0
867813,334588,4.0
102995,468020,4.0
692788,1121730,4.0
231885,1869056,4.0
172925,1949394,5.0
163268,1198628,4.0
242838,416213,5.0
822018,2046224,4.0
185975,149739,3.0
266752,1744232,4.0
112483,132738,2.0
25668,1968677,5.0
472550,141688,5.0
531422,1242074,4.0
570030,2011987,5.0
190517,136860,5.0
800396,234407,5.0
541822,1364569,4.0
64086,1330312,5.0
603907,1812370,5.0
302483,1110928,4.0
109137,1229740,5.0
138532,209668,3.0
935076,1879504,4.0
399726,293370,5.0
99995,1391477,5.0
261453,2444721,5.0
713772,1913010,5.0
507152,1241917,4.0
659410,883661,5.0
733447,1697200,4.0
276538,1711225,4.0
192731,127865,5.0
200547,2318669,5.0
214199,145417,5.0
100578,226278,5.0
173522,2855612,5.0
663647,1274956,4.0
913915,1121132,5.0
99452,155735,2.0
820575,499679,4.0
130544,2686655,5.0
600671,128959,5.0
242615,1697200,4.0
576001,1805488,5.0
396546,1135348,4.0
768793,308834,5.0
752725,653200,5.0
375984,139086,4.0
243197,725242,5.0
335330,902478,4.0
152749,2051413,5.0
98928,172914,4.0
485953,1991314,4.0
74806,145906,5.0
284795,2752000,5.0
8820,1012189,5.0
970440,429191,2.0
470477,1996590,3.0
83858,131533,5.0
995023,1179146,5.0
67925,921642,5.0
813412,2949937,4.0
635356,130259,4.0
157520,364862,5.0
512547,124204,5.0
299675,1023159,4.0
957558,1674806,5.0
123871,1872602,5.0
613431,1851598,5.0
613007,499679,3.0
411462,2503472,5.0
946138,1626903,4.0
485172,137585,5.0
611766,713790,4.0
408788,132738,5.0
234014,1920477,4.0
679485,265428,5.0
727146,985087,5.0
820493,175600,2.0
832517,640839,5.0
929690,486350,5.0
703256,137585,5.0
749272,242782,4.0
996512,2623770,5.0
257154,295072,4.0
874907,503972,4.0
13878,834814,5.0
1296,147594,4.0
470637,424962,5.0
974590,1213427,4.0
295069,1645046,5.0
248535,1404266,5.0
387413,537285,5.0
212850,174391,5.0
124566,1493246,5.0
676928,932152,4.0
491334,423547,4.0
364818,943243,5.0
113652,133584,5.0
322199,1816796,5.0
360214,1238932,4.0
999726,137585,5.0
353015,135750,5.0
676440,1880689,4.0
248141,1940267,5.0
927813,2963850,5.0
188164,1707988,5.0
474333,1257812,5.0
722657,814981,5.0
710675,1099773,5.0
974490,1706448,5.0
726697,126335,5.0
298311,547674,4.0
311126,145906,5.0
919617,1422015,2.0
566967,843274,4.0
781328,616682,5.0
478821,948396,5.0
1384,1432504,4.0
101340,783906,5.0
87667,1770781,4.0
485927,2722274,3.0
36587,572613,4.0
226429,942188,4.0
804752,167112,5.0
668678,1962198,4.0
597266,187477,5.0
60354,2833955,5.0
24707,132738,4.0
326425,1821048,4.0
739557,152836,4.0
1070,1379493,5.0
429070,126335,5.0
783070,1459683,4.0
867015,2850568,5.0
616201,1655531,5.0
406567,2216225,4.0
841672,1335648,5.0
472215,174086,4.0
155901,168592,5.0
444540,127081,5.0
380454,427691,5.0
472515,1420770,5.0
835431,1154504,3.0
749336,937638,4.0
362951,2238930,5.0
517479,166633,5.0
33028,2593622,5.0
690644,1209909,3.0
131872,1049694,5.0
836856,480832,5.0
735790,130259,4.0
254464,125424,4.0
14361,193179,3.0
991741,183200,4.0
365587,258206,5.0
559413,131533,3.0
929354,2755189,5.0
46663,187164,5.0
268942,2222184,5.0
220394,208647,5.0
527177,2267668,5.0
90329,1973664,5.0
118936,127865,3.0
227557,376219,4.0
20464,1295893,5.0
927452,1064397,5.0
771467,166633,4.0
495605,175496,3.0
823186,1711225,5.0
397868,1756705,4.0
144050,739555,5.0
138974,125465,5.0
215055,155381,5.0
491589,1639887,5.0
580661,136860,4.0
387463,1661761,5.0
527269,2490736,4.0
852938,752471,5.0
312258,1179273,5.0
526193,443464,5.0
199954,986546,5.0
100582,126335,3.0
481238,1714731,4.0
265889,644706,4.0
691468,797218,5.0
999183,2316191,5.0
631609,1842923,5.0
547743,193361,4.0
392249,1064397,5.0
544802,184374,5.0
960514,137585,5.0
335198,1459539,5.0
410399,2495121,5.0
653683,2396750,5.0
899973,1187659,5.0
47002,1676837,4.0
153364,858304,3.0
531269,137585,5.0
934383,1205016,4.0
705114,1434272,2.0
789690,1523096,4.0
536582,822724,4.0
866241,178753,4.0
64058,2484886,4.0
700642,568875,4.0
333748,1546247,5.0
889152,2273401,2.0
875114,1816796,2.0
47168,182578,5.0
23326,1481329,5.0
253621,1557314,5.0
392702,1613579,5.0
730830,1962198,5.0
604684,128959,5.0
97890,709832,5.0
996987,657626,5.0
998171,1662059,5.0
341107,1292293,5.0
186339,125465,4.0
927690,125564,5.0
838198,478490,5.0
453602,999837,4.0
96369,279859,5.0
231461,1692683,4.0
525202,132738,5.0
242038,1463543,5.0
60290,1692989,4.0
671227,1793377,5.0
563845,1309537,5.0
886680,1273589,4.0
665993,1449570,5.0
261517,295362,5.0
744965,145417,5.0
842784,1576942,4.0
543568,1226293,5.0
862491,216959,5.0
975196,339498,5.0
686926,1655531,5.0
457730,1017773,5.0
77182,403038,5.0
83081,137585,4.0
893909,2653183,3.0
739276,168592,4.0
587934,1920477,5.0
613985,865225,5.0
878694,166633,5.0
252077,1962198,5.0
817187,140321,5.0
351582,800530,4.0
492205,208647,4.0
787320,1164757,5.0
454638,144051,5.0
53519,714374,5.0
29993,1444142,4.0
715321,132738,5.0
10659,139086,4.0
694337,1092231,5.0
360083,724319,5.0
224291,152662,5.0
957297,1018841,5.0
260350,396259,3.0
34590,1729496,5.0
2734,1509299,4.0
158166,544045,5.0
829405,150752,5.0
987023,1534987,5.0
532980,193179,5.0
908572,1313942,4.0
705986,1547178,5.0
639521,2691997,4.0
598355,1557314,5.0
80445,1917409,4.0
679250,569795,5.0
753998,174086,5.0
852128,1522959,5.0
717292,1904556,5.0
812235,160612,5.0
83683,1586334,4.0
717963,2457608,5.0
171306,2656158,4.0
421840,1491849,5.0
669278,963476,5.0
418925,690330,3.0
561592,1909065,5.0
7675,836441,5.0
279716,2722297,5.0
453234,1484078,5.0
401771,130259,4.0
997686,1082384,4.0
783947,982621,5.0
562831,2813119,5.0
